"","Customer.ID","VAR_REP","MONTH","YEAR","BASKET_PRICE_MEAN_M-6","BASKET_PRICE_MIN_M-6","BASKET_PRICE_MAX_M-6","NB_BASKETS_M-6","QTY_TOTAL_PER_CMD_MOY_M-6","QTY_TOTAL_PER_CMD_MIN_M-6","QTY_TOTAL_PER_CMD_MAX_M-6","NB_PROD_PER_CMD_MOY_M-6","NB_PROD_PER_CMD_MIN_M-6","NB_PROD_PER_CMD_MAX_M-6","FREQ_ACHAT_M-6","NB_SKU_M-6","ITEM_PRICE_MAX_M-6","EXPENSES_M-6","NB_CANCELLED_M-6","EXPENSES_CANCELLED_M-6","PCT_EXP_CANCELLED_M-6","NB_CMD_MOST_FREQ_M-6","NB_SKU_FREQ_M-6","PCT_SKU_FREQ_M-6","EXPENSES_FREQ_M-6","PCT_EXP_FREQ_M-6"
"1",12346,0,2,2011,77183.6,77183.6,77183.6,1,74215,74215,74215,1,1,1,1,1,77183.6,77183.6,3,77189.1,1.00007125866117,1,0,0,0,0
"2",12347,0,2,2011,836.833333333333,475.39,1423.58,3,487.333333333333,315,638,43.6666666666667,29,62,0.333333333333333,77,70.8,2510.5,0,0,0,3,22,0.285714285714286,1055.5,0.420434176458873
"3",12348,0,2,2011,447.466666666667,222.16,892.8,3,742.666666666667,373,1254,14.3333333333333,6,20,0.333333333333333,21,240,1342.4,0,0,0,3,17,0.80952380952381,1276.52,0.950923718712753
"4",12349,0,2,2011,1402.62,1402.62,1402.62,1,519,519,519,55,55,55,1,55,250,1402.62,0,0,0,1,0,0,0,0
"5",12350,1,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",12351,0,2,2011,300.93,300.93,300.93,1,261,261,261,21,21,21,1,21,23.4,300.93,0,0,0,1,0,0,0,0
"7",12352,1,2,2011,171.9,143.75,200.05,2,94,77,111,9,6,12,0.5,18,30,343.8,0,0,0,1,0,0,0,0
"8",12353,0,2,2011,317.76,317.76,317.76,1,192,192,192,20,20,20,1,20,39.6,317.76,0,0,0,1,0,0,0,0
"9",12354,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",12355,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",12356,0,2,2011,1458.4675,349.85,2301.96,4,760.5,256,1216,30,20,37,0.25,89,424.5,5833.87,0,0,0,3,24,0.269662921348315,3509.44,0.601562941923629
"12",12357,0,2,2011,6039.995,850,11229.99,2,1939.5,1,3878,82.5,1,164,1,165,850,12079.99,0,0,0,1,0,0,0,0
"13",12358,0,2,2011,1021.08,1021.08,1021.08,1,241,241,241,23,23,23,1,23,200,1021.08,0,0,0,1,0,0,0,0
"14",12359,1,2,2011,549.415,547.5,551.33,2,198.5,144,253,23.5,16,31,0.5,45,125,1098.83,0,0,0,2,2,0.0444444444444444,200.7,0.182648817378484
"15",12360,0,2,2011,405.395,120,690.79,2,269,3,535,21.5,1,42,0.5,43,120,810.79,0,0,0,1,0,0,0,0
"16",12361,1,2,2011,114,114,114,1,61,61,61,6,6,6,1,6,33,114,0,0,0,1,0,0,0,0
"17",12362,1,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",12363,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",12364,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",12365,1,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",12366,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",12367,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",12368,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",12369,0,2,2011,721.415,183.35,1259.48,2,516,86,946,42,9,75,0.5,83,200,1442.83,0,0,0,2,1,0.0120481927710843,240,0.166339762827222
"25",12370,0,2,2011,934.01,277.2,1590.82,2,484,51,917,45.5,8,83,0.5,90,163.2,1868.02,0,0,0,1,0,0,0,0
"26",12371,0,2,2011,1571.74,1571.74,1571.74,1,593,593,593,70,70,70,1,70,240,1571.74,0,0,0,1,0,0,0,0
"27",12372,1,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",12373,1,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",12374,0,2,2011,428.875,200,657.75,2,111,5,217,7,1,13,1,14,200,857.75,0,0,0,1,0,0,0,0
"30",12375,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",12376,0,2,2011,251.575,70.6,432.55,2,120,37,203,6.5,2,11,0.5,11,100.8,503.15,0,0,0,2,2,0.181818181818182,160.8,0.319586604392328
"32",12377,0,2,2011,738.453333333333,587.24,1001.52,3,423.333333333333,326,604,35,28,43,0.333333333333333,90,80,2215.36,0,0,0,2,15,0.166666666666667,634.18,0.286264986277625
"33",12378,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",12379,0,2,2011,400.5,400.5,400.5,1,245,245,245,23,23,23,1,23,30,400.5,0,0,0,1,0,0,0,0
"35",12380,0,2,2011,1136.84,1136.84,1136.84,1,606,606,606,45,45,45,1,45,118.8,1136.84,3,35.4,0.0311389465536047,1,0,0,0,0
"36",12381,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",12382,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",12383,0,2,2011,625.94,600.72,651.16,2,672,590,754,34,31,37,0.5,62,60,1251.88,1,11.25,0.00898648432757133,2,6,0.0967741935483871,304.44,0.243186247883184
"39",12384,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",12385,0,2,2011,1938.4,1938.4,1938.4,1,612,612,612,65,65,65,1,65,270,1938.4,1,15,0.0077383408997111,1,0,0,0,0
"41",12386,0,2,2011,330.4,143,517.8,2,284,140,428,9,2,16,0.5,10,75,660.8,0,0,0,1,0,0,0,0
"42",12387,0,2,2011,143.94,143.94,143.94,1,134,134,134,9,9,9,1,9,33.9,143.94,0,0,0,1,0,0,0,0
"43",12388,1,2,2011,545.065,431.3,658.83,2,238.5,204,273,19.5,19,20,0.5,35,70.8,1090.13,0,0,0,2,4,0.114285714285714,137.85,0.126452808380652
"44",12389,0,2,2011,870.3,870.3,870.3,1,362,362,362,23,23,23,1,23,204,870.3,0,0,0,1,0,0,0,0
"45",12390,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",12391,0,2,2011,410.34,410.34,410.34,1,167,167,167,83,83,83,1,69,19.9,410.34,0,0,0,1,0,0,0,0
"47",12392,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",12393,0,2,2011,364.0875,177,513.05,4,198.25,60,351,16.25,3,27,0.25,46,141.6,1456.35,5,22.7,0.0155869124866962,3,15,0.326086956521739,938.7,0.644556596971882
"49",12394,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",12395,1,2,2011,400.78,251.38,692.2,4,408.5,127,1056,19.25,16,24,0.25,51,54,1603.12,1,2.95,0.00184016168471481,4,9,0.176470588235294,522.9,0.326176455910974
"51",12396,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",12397,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",12398,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",12399,0,2,2011,314.2,314.2,314.2,1,271,271,271,15,15,15,1,15,46.8,314.2,0,0,0,1,0,0,0,0
"55",12400,0,2,2011,205.25,205.25,205.25,1,91,91,91,11,11,11,1,11,29.7,205.25,0,0,0,1,0,0,0,0
"56",12401,1,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",12402,0,2,2011,177.216666666667,150.4,225.6,3,79,63,94,10.3333333333333,9,11,0.333333333333333,23,35.4,531.65,0,0,0,3,7,0.304347826086957,261.8,0.492429229756419
"58",12403,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",12404,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",12405,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",12406,0,2,2011,1345.86,1345.86,1345.86,1,570,570,570,26,26,26,1,26,183.6,1345.86,1,183.6,0.136418349605457,1,0,0,0,0
"62",12407,0,2,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
