"","Customer.ID","VAR_REP","MONTH","YEAR","BASKET_PRICE_MEAN_M-6","BASKET_PRICE_MIN_M-6","BASKET_PRICE_MAX_M-6","NB_BASKETS_M-6","QTY_TOTAL_PER_CMD_MOY_M-6","QTY_TOTAL_PER_CMD_MIN_M-6","QTY_TOTAL_PER_CMD_MAX_M-6","NB_PROD_PER_CMD_MOY_M-6","NB_PROD_PER_CMD_MIN_M-6","NB_PROD_PER_CMD_MAX_M-6","FREQ_ACHAT_M-6","NB_SKU_M-6","ITEM_PRICE_MAX_M-6","EXPENSES_M-6","NB_CANCELLED_M-6","EXPENSES_CANCELLED_M-6","PCT_EXP_CANCELLED_M-6","NB_CMD_MOST_FREQ_M-6","NB_SKU_FREQ_M-6","PCT_SKU_FREQ_M-6","EXPENSES_FREQ_M-6","PCT_EXP_FREQ_M-6"
"1",12346,1,10,2010,142.31,142.31,142.31,1,19,19,19,19,19,19,1,19,7.49,142.31,10,328.54,2.30862202234558,1,0,0,0,0
"2",12347,0,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",12348,0,10,2010,222.16,222.16,222.16,1,373,373,373,20,20,20,1,20,17.4,222.16,0,0,0,1,0,0,0,0
"4",12349,1,10,2010,634.26,200,1068.52,2,237,1,473,23.5,1,46,0.5,47,200,1268.52,0,0,0,1,0,0,0,0
"5",12350,0,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",12351,0,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",12352,0,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",12353,1,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",12354,0,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",12355,0,10,2010,488.21,488.21,488.21,1,303,303,303,22,22,22,1,22,59.4,488.21,0,0,0,1,0,0,0,0
"11",12356,1,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",12357,0,10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",12358,0,10,2010,268.1,268.1,268.1,1,281,281,281,18,18,18,1,17,45,268.1,0,0,0,1,0,0,0,0
"14",12359,1,10,2010,489.8,489.8,489.8,1,100,100,100,20,20,20,1,20,76.5,489.8,2,15.8,0.032258064516129,1,0,0,0,0
"15",12360,0,10,2010,622.04,622.04,622.04,1,655,655,655,34,34,34,1,34,120,622.04,1,40,0.0643045463314256,1,0,0,0,0
