"","Customer.ID","VAR_REP","MONTH","YEAR","BASKET_PRICE_MEAN_M-6","BASKET_PRICE_MIN_M-6","BASKET_PRICE_MAX_M-6","NB_BASKETS_M-6","QTY_TOTAL_PER_CMD_MOY_M-6","QTY_TOTAL_PER_CMD_MIN_M-6","QTY_TOTAL_PER_CMD_MAX_M-6","NB_PROD_PER_CMD_MOY_M-6","NB_PROD_PER_CMD_MIN_M-6","NB_PROD_PER_CMD_MAX_M-6","FREQ_ACHAT_M-6","NB_SKU_M-6","ITEM_PRICE_MAX_M-6","EXPENSES_M-6","NB_CANCELLED_M-6","EXPENSES_CANCELLED_M-6","PCT_EXP_CANCELLED_M-6","NB_CMD_MOST_FREQ_M-6","NB_SKU_FREQ_M-6","PCT_SKU_FREQ_M-6","EXPENSES_FREQ_M-6","PCT_EXP_FREQ_M-6"
"1",12346,0,11,2010,142.31,142.31,142.31,1,19,19,19,19,19,19,1,19,7.49,142.31,12,334.04,2.34727004426955,1,0,0,0,0
"2",12347,1,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",12348,0,11,2010,222.16,222.16,222.16,1,373,373,373,20,20,20,1,20,17.4,222.16,0,0,0,1,0,0,0,0
"4",12349,0,11,2010,890.38,200,1402.62,3,331,1,519,34,1,55,0.333333333333333,90,250,2671.14,0,0,0,2,12,0.133333333333333,918.02,0.343680975164162
"5",12350,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",12351,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",12352,1,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",12353,0,11,2010,317.76,317.76,317.76,1,192,192,192,20,20,20,1,20,39.6,317.76,0,0,0,1,0,0,0,0
"9",12354,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",12355,0,11,2010,488.21,488.21,488.21,1,303,303,303,22,22,22,1,22,59.4,488.21,0,0,0,1,0,0,0,0
"11",12356,1,11,2010,910.44,910.44,910.44,1,840,840,840,37,37,37,1,37,112,910.44,0,0,0,1,0,0,0,0
"12",12357,1,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",12358,0,11,2010,268.1,268.1,268.1,1,281,281,281,18,18,18,1,17,45,268.1,0,0,0,1,0,0,0,0
"14",12359,0,11,2010,520.565,489.8,551.33,2,176.5,100,253,25.5,20,31,0.5,50,76.5,1041.13,0,0,0,2,1,0.02,114.75,0.110216783686956
"15",12360,1,11,2010,622.04,622.04,622.04,1,655,655,655,34,34,34,1,34,120,622.04,1,40,0.0643045463314256,1,0,0,0,0
"16",12361,0,11,2010,106.075,98.15,114,2,49.5,38,61,6,6,6,0.5,9,33,212.15,0,0,0,2,3,0.333333333333333,112.5,0.530285175583314
"17",12362,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",12363,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",12364,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",12365,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",12366,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",12367,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",12368,0,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
