"","Customer.ID","VAR_REP","MONTH","YEAR","BASKET_PRICE_MEAN_M-6","BASKET_PRICE_MIN_M-6","BASKET_PRICE_MAX_M-6","NB_BASKETS_M-6","QTY_TOTAL_PER_CMD_MOY_M-6","QTY_TOTAL_PER_CMD_MIN_M-6","QTY_TOTAL_PER_CMD_MAX_M-6","NB_PROD_PER_CMD_MOY_M-6","NB_PROD_PER_CMD_MIN_M-6","NB_PROD_PER_CMD_MAX_M-6","FREQ_ACHAT_M-6","NB_SKU_M-6","ITEM_PRICE_MAX_M-6","EXPENSES_M-6","NB_CANCELLED_M-6","EXPENSES_CANCELLED_M-6","PCT_EXP_CANCELLED_M-6","NB_CMD_MOST_FREQ_M-6","NB_SKU_FREQ_M-6","PCT_SKU_FREQ_M-6","EXPENSES_FREQ_M-6","PCT_EXP_FREQ_M-6"
"1",12346,0,8,2010,84.68,27.05,142.31,2,12,5,19,12,5,19,0.5,24,7.49,169.36,10,328.54,1.93989135569202,1,0,0,0,0
"2",12347,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",12348,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",12349,0,8,2010,634.26,200,1068.52,2,237,1,473,23.5,1,46,0.5,47,200,1268.52,0,0,0,1,0,0,0,0
"5",12350,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",12351,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",12352,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",12353,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",12354,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",12355,0,8,2010,488.21,488.21,488.21,1,303,303,303,22,22,22,1,22,59.4,488.21,0,0,0,1,0,0,0,0
"11",12356,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",12357,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",12358,0,8,2010,268.1,268.1,268.1,1,281,281,281,18,18,18,1,17,45,268.1,0,0,0,1,0,0,0,0
"14",12359,0,8,2010,391.046666666667,337.74,489.8,3,89.3333333333333,64,104,17.3333333333333,13,20,0.333333333333333,50,76.5,1173.14,2,15.8,0.0134681282711356,2,2,0.04,197.55,0.168394224048281
"15",12360,0,8,2010,260.013333333333,40,622.04,3,252,1,655,15,1,34,0.333333333333333,44,120,780.04,1,40,0.0512794215681247,2,1,0.0227272727272727,160,0.205117686272499
"16",12361,0,8,2010,98.15,98.15,98.15,1,38,38,38,6,6,6,1,6,17.7,98.15,0,0,0,1,0,0,0,0
"17",12362,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",12363,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",12364,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",12365,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",12366,0,8,2010,500.24,500.24,500.24,1,296,296,296,3,3,3,1,3,175.76,500.24,0,0,0,1,0,0,0,0
"22",12367,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",12368,0,8,2010,917.7,917.7,917.7,1,330,330,330,18,18,18,1,18,119.4,917.7,0,0,0,1,0,0,0,0
"24",12369,0,8,2010,348.32,348.32,348.32,1,209,209,209,9,9,9,1,9,148.72,348.32,0,0,0,1,0,0,0,0
"25",12370,0,8,2010,258.206666666667,70.6,562.96,3,84,21,172,11.6666666666667,3,25,0.5,33,160,774.62,0,0,0,2,1,0.0303030303030303,240,0.309829335674266
"26",12371,0,8,2010,303.84,286.8,320.88,2,126,81,171,17,17,17,1,32,80,607.68,0,0,0,1,0,0,0,0
"27",12372,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",12373,0,8,2010,381.525,325.15,437.9,2,159.5,111,208,18.5,16,21,0.5,31,80,763.05,0,0,0,2,6,0.193548387096774,329.1,0.431295459013171
"29",12374,0,8,2010,1388.54,1388.54,1388.54,1,798,798,798,36,36,36,1,36,78,1388.54,0,0,0,1,0,0,0,0
"30",12375,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",12376,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",12377,0,8,2010,1210.96,1210.96,1210.96,1,835,835,835,47,47,47,1,47,71.04,1210.96,0,0,0,1,0,0,0,0
"33",12378,0,8,2010,1407.7,1407.7,1407.7,1,787,787,787,82,82,82,1,82,39.95,1407.7,0,0,0,1,0,0,0,0
"34",12379,0,8,2010,367.48,367.48,367.48,1,163,163,163,18,18,18,1,18,45,367.48,0,0,0,1,0,0,0,0
"35",12380,0,8,2010,969.108333333333,145,1765.95,6,270.333333333333,1,815,21.3333333333333,1,51,0.333333333333333,98,1508.65,5814.65,2,1748.65,0.300731772333674,2,28,0.285714285714286,2274.85,0.39122733096575
"36",12381,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",12382,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",12383,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",12384,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",12385,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",12386,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",12387,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",12388,0,8,2010,461.62,461.62,461.62,1,266,266,266,26,26,26,1,26,30,461.62,0,0,0,1,0,0,0,0
"44",12389,0,8,2010,281.515,164.85,398.18,2,126,67,185,13,6,20,0.5,23,103.95,563.03,0,0,0,2,3,0.130434782608696,218.7,0.388434008844999
"45",12390,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",12391,0,8,2010,475.5475,38.1,1000.5,4,188.25,6,387,24.5,1,48,0.333333333333333,96,151.2,1902.19,6,25.6,0.0134581718966034,2,2,0.0208333333333333,203.7,0.107087094349145
"47",12392,0,8,2010,234.75,234.75,234.75,1,73,73,73,7,7,7,1,7,70.8,234.75,0,0,0,1,0,0,0,0
"48",12393,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",12394,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",12395,1,8,2010,1125.44,1125.44,1125.44,1,734,734,734,52,52,52,1,52,90,1125.44,0,0,0,1,0,0,0,0
"51",12396,0,8,2010,931.43,931.43,931.43,1,591,591,591,65,65,65,1,65,19.9,931.43,0,0,0,1,0,0,0,0
"52",12397,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",12398,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",12399,0,8,2010,269.725,205.98,333.47,2,374.5,219,530,18,15,21,0.5,31,30,539.45,0,0,0,2,5,0.161290322580645,182.4,0.338122161460747
"55",12400,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",12401,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",12402,0,8,2010,241.75,191.7,313.65,3,115.666666666667,87,168,13,11,17,0.333333333333333,29,35.4,725.25,1,12.75,0.0175801447776629,3,6,0.206896551724138,327.6,0.451706308169597
"58",12403,0,8,2010,591.66,591.66,591.66,1,164,164,164,4,4,4,1,4,244.08,591.66,0,0,0,1,0,0,0,0
"59",12404,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",12405,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",12406,0,8,2010,748,748,748,1,576,576,576,10,10,10,1,10,290,748,0,0,0,1,0,0,0,0
"62",12407,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",12408,0,8,2010,194.1,194.1,194.1,1,100,100,100,10,10,10,1,10,25.2,194.1,0,0,0,1,0,0,0,0
"64",12409,0,8,2010,2371.85333333333,101.88,6802.48,3,1503.33333333333,12,4402,30,1,87,0.333333333333333,87,187.5,7115.56,3,313.08,0.0439993479079651,2,3,0.0344827586206897,626.16,0.0879986958159301
"65",12410,0,8,2010,320.38,320.38,320.38,1,130,130,130,14,14,14,1,14,80,320.38,0,0,0,1,0,0,0,0
"66",12411,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",12412,1,8,2010,670.88,670.88,670.88,1,642,642,642,31,31,31,1,31,53.1,670.88,1,5.9,0.00879441927021226,1,0,0,0,0
"68",12413,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",12414,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",12415,1,8,2010,1331.49,336.24,2326.74,2,896.5,175,1618,47,7,87,0.5,94,106.2,2662.98,0,0,0,1,0,0,0,0
"71",12416,0,8,2010,202.56,202.56,202.56,1,132,132,132,11,11,11,1,11,25.2,202.56,0,0,0,1,0,0,0,0
"72",12417,0,8,2010,318.65,184.55,498.04,4,158.25,49,267,18,11,31,0.25,64,60,1274.6,2,18.45,0.0144751294523772,4,5,0.078125,288,0.22595324023223
"73",12418,0,8,2010,439.655,343.94,535.37,2,174.5,147,202,20,16,24,0.5,36,99,879.31,1,4.25,0.00483333522875891,2,4,0.111111111111111,354.24,0.402861334455425
"74",12419,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",12420,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",12421,0,8,2010,77.8,77.8,77.8,1,29,29,29,4,4,4,1,4,28,77.8,1,5,0.06426735218509,1,0,0,0,0
"77",12422,0,8,2010,324.785555555556,36,662.25,9,175,1,487,7.55555555555556,1,27,0.166666666666667,60,662.25,2923.07,4,1112.45,0.380575901363977,2,5,0.0833333333333333,352.6,0.120626601484056
"78",12423,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",12424,0,8,2010,446.54,446.54,446.54,1,422,422,422,15,15,15,1,15,91.8,446.54,1,25.5,0.0571057464056971,1,0,0,0,0
"80",12425,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",12426,0,8,2010,762.48,762.48,762.48,1,326,326,326,47,47,47,1,47,72,762.48,5,33.8,0.0443290315811562,1,0,0,0,0
"82",12427,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",12428,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",12429,0,8,2010,703.68,513.36,894,2,375,352,398,12.5,10,15,1,25,122.4,1407.36,0,0,0,1,0,0,0,0
"85",12430,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",12431,1,8,2010,317.607142857143,59.92,549.38,7,141.857142857143,6,318,11,1,30,0.166666666666667,64,208.8,2223.25,2,52.5,0.023614078488699,5,7,0.109375,1029.4,0.463015855166985
"87",12432,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",12433,1,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",12434,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",12435,1,8,2010,728.88,728.88,728.88,1,328,328,328,15,15,15,1,15,142.8,728.88,0,0,0,1,0,0,0,0
"91",12436,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",12437,1,8,2010,547.745714285714,114.48,1885.61,7,416,177,1532,25.7142857142857,5,91,0.142857142857143,144,234,3834.22,4,32.4,0.00845021934056992,6,22,0.152777777777778,1559.49,0.406729399982265
"93",12438,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",12439,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",12440,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",12441,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",12442,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",12443,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",12444,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",12445,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",12446,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",12447,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",12448,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",12449,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",12450,1,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",12451,0,8,2010,2151.27,2151.27,2151.27,1,1786,1786,1786,111,111,111,1,111,59.9,2151.27,2,21.35,0.00992437025570942,1,0,0,0,0
"107",12452,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",12453,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",12454,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",12455,0,8,2010,646.76,515.61,777.91,2,202.5,144,261,15,12,18,0.5,29,350.4,1293.52,0,0,0,2,1,0.0344827586206897,59.25,0.0458052446038716
"111",12456,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",12457,0,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",12458,1,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",12459,0,8,2010,454.36,454.36,454.36,1,258,258,258,23,23,23,1,23,56,454.36,0,0,0,1,0,0,0,0
