"","Customer.ID","VAR_REP","MONTH","YEAR","BASKET_PRICE_MEAN_M-6","BASKET_PRICE_MIN_M-6","BASKET_PRICE_MAX_M-6","NB_BASKETS_M-6","QTY_TOTAL_PER_CMD_MOY_M-6","QTY_TOTAL_PER_CMD_MIN_M-6","QTY_TOTAL_PER_CMD_MAX_M-6","NB_PROD_PER_CMD_MOY_M-6","NB_PROD_PER_CMD_MIN_M-6","NB_PROD_PER_CMD_MAX_M-6","FREQ_ACHAT_M-6","NB_SKU_M-6","ITEM_PRICE_MAX_M-6","EXPENSES_M-6","NB_CANCELLED_M-6","EXPENSES_CANCELLED_M-6","PCT_EXP_CANCELLED_M-6","NB_CMD_MOST_FREQ_M-6","NB_SKU_FREQ_M-6","PCT_SKU_FREQ_M-6","EXPENSES_FREQ_M-6","PCT_EXP_FREQ_M-6"
"1",12346,0,9,2011,229296.472789186,221405.483081876,237187.462496496,2,3288.11568185829,3057.72170444305,3518.50965927353,55,53,57,0.5,106,222836.885900721,458592.945578372,7,594.806365102475,0.0012970246726153,2,1,0.00943396226415094,435181.909785918,0.948950292371095
"2",12347,0,9,2011,534.56,382.52,636.25,3,318.666666666667,196,483,21.3333333333333,18,24,0.333333333333333,50,249.6,1603.68,0,0,0,3,12,0.24,654.12,0.407886860221491
"3",12348,1,9,2011,367,367,367,1,269,269,269,5,5,5,1,5,120,367,0,0,0,1,0,0,0,0
"4",12349,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",12350,0,9,2011,14006.6521215706,1600.02134783262,48344.3425190381,14,1193.64471548075,432.713082360054,2365.28517258709,20.1428571428571,9,47,0.0714285714285714,262,37792.0330227677,196093.129701988,39,2801.54328738725,0.0142867998060151,8,9,0.0343511450381679,133415.86836315,0.680369927115285
"6",12351,0,9,2011,21979.9567180263,21979.9567180263,21979.9567180263,1,1179.12999509836,1179.12999509836,1179.12999509836,20,20,20,1,20,19265.0019480096,21979.9567180263,2,2.46237901199901,0.000112028383112308,1,0,0,0,0
"7",12352,1,9,2011,316.3275,120.33,840.3,4,39,3,64,5.75,3,8,0.333333333333333,12,376.5,1265.31,10,960.63,0.759205254048415,3,8,0.666666666666667,340.46,0.269072401229738
"8",12353,0,9,2011,89,89,89,1,20,20,20,4,4,4,1,4,39.8,89,0,0,0,1,0,0,0,0
"9",12354,0,9,2011,1079.4,1079.4,1079.4,1,530,530,530,58,58,58,1,58,54.08,1079.4,0,0,0,1,0,0,0,0
"10",12355,0,9,2011,459.4,459.4,459.4,1,240,240,240,13,13,13,1,13,120,459.4,0,0,0,1,0,0,0,0
"11",12356,0,9,2011,481.46,481.46,481.46,1,370,370,370,21,21,21,1,21,61.2,481.46,0,0,0,1,0,0,0,0
"12",12357,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",12358,0,9,2011,484.86,484.86,484.86,1,100,100,100,12,12,12,1,12,80,484.86,0,0,0,1,0,0,0,0
"14",12359,0,9,2011,1109.32,1109.32,1109.32,1,356,356,356,47,47,47,1,47,102,1109.32,2,35.8,0.0322720225002704,1,0,0,0,0
"15",12360,0,9,2011,809.14,534.7,1083.58,2,337,240,434,37.5,30,45,0.5,63,160,1618.28,0,0,0,2,12,0.19047619047619,752.48,0.464987517611291
"16",12361,0,9,2011,41198.8406342077,1797.20304503438,172832.122977938,12,1781.58215944572,783.77635925616,3496.83034140222,31.6666666666667,13,61,0.0909090909090909,344,95412.9758193589,494386.087610492,33,5714.17148549016,0.0115581154662106,4,22,0.063953488372093,413977.251661214,0.837356191922964
"17",12362,1,9,2011,422.75,303.76,495.24,3,253,144,340,26,19,30,0.333333333333333,70,45,1268.25,3,17.9,0.01411393652671,3,7,0.1,354.6,0.2795978710822
"18",12363,0,9,2011,276,252.9,299.1,2,204,126,282,11.5,7,16,0.5,23,69.36,552,0,0,0,1,0,0,0,0
"19",12364,1,9,2011,623.92,623.92,623.92,1,555,555,555,34,34,34,1,34,45,623.92,0,0,0,1,0,0,0,0
"20",12365,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",12366,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",12367,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",12368,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",12369,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",12370,0,9,2011,938.39,938.39,938.39,1,1005,1005,1005,48,48,48,1,48,75,938.39,0,0,0,1,0,0,0,0
"26",12371,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",12372,0,9,2011,515.7,515.7,515.7,1,368,368,368,19,19,19,1,19,70.8,515.7,0,0,0,1,0,0,0,0
"28",12373,0,9,2011,58338.8803155735,418.165003459418,352925.990240894,10,634.680994416017,216.388673007319,999.381266340603,10.7,4,16,0.0909090909090909,103,350097.982367602,583388.803155735,12,529.27794033737,0.000907247340837427,4,2,0.0194174757281553,551313.528085181,0.945019042365831
"29",12374,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",12375,1,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",12376,0,9,2011,118740.275567609,1218.2688415252,700532.87470472,6,752.077635648184,440.566072722051,1012.79199306603,13.3333333333333,8,18,0.166666666666667,75,697387.444273941,712441.653405652,10,1541.19247146661,0.0021632543017373,3,3,0.04,700511.513279449,0.983254572400177
"32",12377,0,9,2011,8439.99911988069,6324.07681635484,10555.9214234065,2,2588.02935352674,2167.44836140045,3008.61034565303,43,38,48,0.5,85,1335.97328149346,16879.9982397614,14,9219.20687535757,0.546161601702151,2,1,0.0117647058823529,174.958001686859,0.0103648116073104
"33",12378,0,9,2011,4008.62,4008.62,4008.62,1,2529,2529,2529,219,219,219,1,219,69.36,4008.62,0,0,0,1,0,0,0,0
"34",12379,1,9,2011,459.84,459.84,459.84,1,211,211,211,20,20,20,1,20,76.2,459.84,1,1.95,0.00424060542797495,1,0,0,0,0
"35",12380,1,9,2011,607.55,607.55,607.55,1,293,293,293,36,36,36,1,36,45,607.55,0,0,0,1,0,0,0,0
"36",12381,1,9,2011,1268.74,1268.74,1268.74,1,568,568,568,62,62,62,1,62,240,1268.74,0,0,0,1,0,0,0,0
"37",12382,0,9,2011,28543.8524498462,2792.63973059085,60313.8885862012,6,1593.30947129213,1061.6934552736,2051.33261008187,26.5,19,38,0.166666666666667,147,56303.3798895076,171263.114699077,9,14336.4249120834,0.0837099391615854,4,4,0.0272108843537415,134095.445045433,0.782979132903482
"38",12383,0,9,2011,199.56,99.45,357.07,3,62.6666666666667,20,91,10.3333333333333,5,15,0.333333333333333,24,72,598.68,0,0,0,3,5,0.208333333333333,325.7,0.544030199772834
"39",12384,1,9,2011,292.69,292.69,292.69,1,62,62,62,14,14,14,1,14,80,292.69,0,0,0,1,0,0,0,0
"40",12385,0,9,2011,19668.2271738787,1611.34955902859,86099.7832184906,5,2036.66135877031,461.489790548977,7132.86792079373,33.8,8,119,0.2,164,52898.940280319,98341.1358693936,18,1299.89756559937,0.0132182484380266,2,3,0.0182926829268293,6331.41550696286,0.0643821677570573
"41",12386,0,9,2011,19072.0666367264,1597.13778605217,73375.6366227116,9,2552.80026886575,411.151816307934,12772.2023032327,44,8,208,0.125,360,45733.3106172018,171648.599730537,39,145751.547003005,0.849127503701245,4,15,0.0416666666666667,100005.77405772,0.582619224477884
"42",12387,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",12388,1,9,2011,556.495,210.9,902.09,2,259.5,90,429,22.5,10,35,0.5,41,69.36,1112.99,0,0,0,2,4,0.0975609756097561,209.1,0.187872307927295
"44",12389,0,9,2011,7558.90997897595,1150.7958334583,42272.7527271664,13,669.19553127701,354.815188013004,1033.05782145389,11.5384615384615,7,18,0.0909090909090909,146,40987.3351954622,98265.8297266873,16,1099.23773253978,0.0111863679938098,3,3,0.0205479452054795,56525.8775991083,0.575234318545187
"45",12390,1,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",12391,0,9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",12392,0,9,2011,20051.7763151623,278.237395245996,192840.092625059,13,727.247527601403,169.194474669484,1794.89614854141,13.6923076923077,4,30,0.0833333333333333,167,187837.439430719,260673.09209711,24,1696.54865439879,0.0065083382436986,4,6,0.0359281437125748,232800.828725468,0.893075794101302
"48",12393,1,9,2011,421.6,421.6,421.6,1,224,224,224,17,17,17,1,17,49.5,421.6,0,0,0,1,0,0,0,0
"49",12394,0,9,2011,381.08,381.08,381.08,1,182,182,182,21,21,21,1,21,33.2,381.08,0,0,0,1,0,0,0,0
"50",12395,0,9,2011,197.628,149.97,326.5,5,122.8,35,321,10.2,7,13,0.2,36,72,988.14,0,0,0,5,10,0.277777777777778,383.34,0.387940980023074
"51",12396,0,9,2011,1466.17753536839,401.180325508883,2959.42229389369,7,365.27855726691,201.522678727581,755.438749149205,6.14285714285714,3,11,0.166666666666667,42,1243.46411641278,10263.2427475788,4,309.130862762649,0.0301201940132983,2,1,0.0238095238095238,2308.20236923348,0.224899909902065
