"","Customer.ID","VAR_REP","MONTH","YEAR","BASKET_PRICE_MEAN_M-6","BASKET_PRICE_MIN_M-6","BASKET_PRICE_MAX_M-6","NB_BASKETS_M-6","QTY_TOTAL_PER_CMD_MOY_M-6","QTY_TOTAL_PER_CMD_MIN_M-6","QTY_TOTAL_PER_CMD_MAX_M-6","NB_PROD_PER_CMD_MOY_M-6","NB_PROD_PER_CMD_MIN_M-6","NB_PROD_PER_CMD_MAX_M-6","FREQ_ACHAT_M-6","NB_SKU_M-6","ITEM_PRICE_MAX_M-6","EXPENSES_M-6","NB_CANCELLED_M-6","EXPENSES_CANCELLED_M-6","PCT_EXP_CANCELLED_M-6","NB_CMD_MOST_FREQ_M-6","NB_SKU_FREQ_M-6","PCT_SKU_FREQ_M-6","EXPENSES_FREQ_M-6","PCT_EXP_FREQ_M-6"
"1",12346,0,5,2011,178592.181859457,77183.6,237187.462496496,3,26930.4104545722,3057.72170444305,74215,37,1,57,0.333333333333333,107,222836.885900721,535776.545578372,8,77778.4063651025,0.145169487180781,2,1,0.00934579439252336,435181.909785918,0.812245167089458
"2",12347,0,5,2011,786.6875,475.39,1423.58,4,486.25,315,638,38.75,24,62,0.25,90,249.6,3146.75,0,0,0,3,28,0.311111111111111,1437.15,0.456709303249384
"3",12348,0,5,2011,495.746666666667,227.44,892.8,3,708,269,1254,9.33333333333333,5,17,0.333333333333333,22,240,1487.24,0,0,0,3,1,0.0454545454545455,320,0.215163658858019
"4",12349,0,5,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",12350,0,5,2011,8105.79232795331,334.4,40646.0175620019,11,749.35767429085,197,1155.39622217929,13.7272727272727,9,20,0.0909090909090909,143,37792.0330227677,89163.7156074864,21,1425.71844970045,0.0159898949924508,4,5,0.034965034965035,56078.9489392092,0.628943607353445
"6",12351,0,5,2011,11140.4433590132,300.93,21979.9567180263,2,720.064997549182,261,1179.12999509836,20.5,20,21,0.5,41,19265.0019480096,22280.8867180263,2,2.46237901199901,0.000110515305928414,1,0,0,0,0
"7",12352,0,5,2011,272.23,120.33,840.3,7,63.1428571428571,3,111,8,3,15,0.166666666666667,38,376.5,1905.61,10,960.63,0.504106296671407,4,14,0.368421052631579,591.11,0.310194635838393
"8",12353,1,5,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",12354,0,5,2011,1079.4,1079.4,1079.4,1,530,530,530,58,58,58,1,58,54.08,1079.4,0,0,0,1,0,0,0,0
"10",12355,1,5,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",12356,0,5,2011,1351.2225,349.85,2301.96,4,643,256,1216,26,20,36,0.25,82,424.5,5404.89,0,0,0,4,17,0.207317073170732,2607.81,0.482490855503072
"12",12357,0,5,2011,6039.995,850,11229.99,2,1939.5,1,3878,82.5,1,164,1,165,850,12079.99,0,0,0,1,0,0,0,0
"13",12358,0,5,2011,1021.08,1021.08,1021.08,1,241,241,241,23,23,23,1,23,200,1021.08,0,0,0,1,0,0,0,0
"14",12359,0,5,2011,1193.205,547.5,1838.91,2,304.5,144,465,48,16,80,0.5,93,290,2386.41,2,35.8,0.0150016133019892,2,3,0.032258064516129,535.4,0.224353736365503
"15",12360,1,5,2011,405.395,120,690.79,2,269,3,535,21.5,1,42,0.5,43,120,810.79,0,0,0,1,0,0,0,0
